Nº,Nombre legal,Nombre comercial,Nombre abreviado,Código fiscal,Tipo,Idioma,Estado,Razón de cambio,Fecha de fundación,Registro (número),Registro (ciudad),Objeto social,Observaciones,Categoría,Grupo Empresarial,Empresa padre,Productos,Servicios,Marcas,Certificaciones,Blog,Linkedin,Facebook,Twitter,Skype,Web,Número de impuestos,Saludo,País,Región,Provincia,Código postal,Localidad,Localidad (extensión),Dirección,Ap. Postal (número),Ap. Postal (código postal),Ap. Postal (ciudad),E-Mail 1,E-Mail 2,Teléfono 1,Teléfono 2,Móvil 1,Móvil 2,Fax 1,Fax 2,Código industrial,Código industrial,Rangos de empleados,Empleados 2018,Empleados 2017,Empleados 2016,Empleados 2015,Empleados 2014,Rango de facturación,Facturación 2018,Facturación 2017,Facturación 2016,Facturación 2015,Facturación 2014,Subsidiarias,Socio,Socio (Nr.),Membresía (Tipo),Membresía (Cargo),Cuota (Precio),Moneda de pago,Observaciones,Fecha de inicio,Fecha de fin,Razón de finalización,Factura (número),Factura (fecha),Factura (producto),Factura (valor),Pago (fecha),Pago (estado),Ejecutivo de Cuenta:,Origen del capital,Tamaño de empresa,+,-,+,-,+,-,+,-,+,-,Notas:,Observaciones,Administrador,Contacto principal,Contacto clave,Dirección General,Operaciones,Investigación,Administración,Marketing,RRHH,Finanzas,Ventas,Jurídica,Logística,Producción,Comunicación,Soporte al Cliente,IT
383,"Servicios Profesionales de Vigilancia, S.A.",SECUR,SECUR,1516,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,,Security Consultants and Services,Security Consultants and Services,,,,,,,http://securcentroamerica.com/,1266129-5,,GT,,,,Guatemala,Guatemala,26 calle 1-42 zona 1,,,,info@secur.com.gt,,2419-2949,,,,,,,,,0,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Corporativa,,,GTQ,,26/06/2017,,,,,,,,,"Ramírez,Mariana",sin definir,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,"Sergrafica, S.A","SERGRAFICA, S.A.","SERGRAFICA, S.A.",1162,Empresa,ES,1,,13/05/1983,,,,,Industria,,,toda la gama de productos de las artes gráficas,,Printing Services & Graphic Design,,,,,,,https://www.sergrafica.com,477039-0,,GT,,,,Guatemala,Guatemala,"19 Calle 2-43 Zona 2 El Zapote, Ciudad, Guatemala",,,,info@sergrafica.com,,23281600,,,,,,,,,34,,,,,"Menos de USD$100,000.00",,,,,,,1,,Empresarial,,,GTQ,,07/02/2012,,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"Servicios de Apoyo Educativo, S.A.",SAESA,"SERVICIOS DE APOYO EDUCATIVO, S.A.",346,Empresa,ES,1,,16/07/1998,,,,,Servicios,,,,,Education Services,,,,,,,,1277341-7,,GT,,,,Guatemala,Guatemala,"18 Calle 24-69 Zona 10, Boulevard Los Próceres Torre III, Of. 902, Zona Pradera, Ciudad, Guatemala.",,,,gerencia@saesaguatemala.com,,23322017,,,,,,,,,0,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,03/03/1999,,,,,,,,,"Requena, Annemarie",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,"Servicios Unidos de Seguridad, S.A","SEUS/SERVICIOS UNIDOS DE SEGURIDAD, S.A.","SERVICIOS UNIDOS DE SEGURIDAD, S.A.",4375,Empresa,ES,1,,01/02/2012,,,,,Servicios,,,,private security,Security Consultants and Sevices,,,,,,,https://www.seusgroup.com,1277284-4,,GT,,,,Guatemala,San Miguel Petapa,"25 Av. 18-01 Villa Hermosa I, Zona 7, San Miguel Petapa, Guatemala",,,,subgerencia.gt@seus.com.gt,,24277400,,,,,,,,,575,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,29/05/2012,,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"SGS Central America, S.A","SGS CENTRAL AMERICA, SOCIEDAD ANONIMA.","SGS CENTRAL AMERICA, SOCIEDAD ANONIMA.",395,Empresa,ES,1,,25/06/1986,,,,,Servicios,,,,"inspection, verification and quality control.","Inspection, Verification and Quality Control",,,,https://www.facebook.com/SGS/,,,https://www.sgs.com,477392-6,,CH,,,,Guatemala,Guatemala,"6a. Calle 14-08, Zona 13 Ciudad, Guatemala",,,,sgs.guatemala@sgs.com,,23278900,23278926,,,,,,,de 26 a 100,50,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,12/01/2004,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"Servicios Industriales y Agrícolas, S.A",SIDASA,"SERVICIOS INDUSTRIALES Y AGRICOLAS, S.A.",258,Empresa,ES,1,,07/04/1979,,,,,Servicios,,,,"representatives / distributors of industrial equipment, parts and service.",Agricultural Products/Agrochemicals/Machinery,,,,,,,https://www.sidasa.net,169902-4,,GT,,,,Guatemala,Guatemala,"10a. Calle 0-52 Zona 9, Ciudad, Guatemala.",,,,info@sidasa.net,,23235555,,,,,,,,de 101 a 250,151,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,01/12/2004,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"Siemens, S.A.","SIEMENS, S.A.","SIEMENS, S.A.",261,Empresa,ES,1,,19/07/1971,,,,,Industria,,,"equipo de automatización, energía e industria",,Power Generation,,,,https://www.facebook.com/Siemens,,,https://www.siemens.com,91057-0,,DE,,,,Guatemala,Guatemala,"Avenida Reforma 9-55 Zona 10, Edificio Reforma 10, Of. 301-303, 3er. Nivel, Ciudad, Guatemala",,,,ventas.gt@siemens.com,,24231200,,,,,,,,de 26 a 100,70,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,12/01/2004,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,"País:Germany |
Ciudad: ",,"País:United States |
Ciudad: ",,"País:Mexico |
Ciudad: ",,"País:Brazil |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,
390,"Grupo Simply, S.A",SIMPLY MARKET,ADQUIRESA,410,Empresa,ES,1,,01/06/2012,,,,,Comercio,,,distributors for supermarkets,,Supermarket Operators,,,,,,,,9132496-3,,GT,,,,Guatemala,Guatemala,"50 Calle 23-70 Zona 12, Seccion A Ciudad, Guatemala",,,,adquiresa@gmail.com,,24774825,24775183,,,,,,,de 501 a 1000,550,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,07/04/2000,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"Sistemas Aplicativos, S.A",SISAP,SISAP,887,Empresa,ES,1,,30/03/1985,,,,,Servicios,,,,"information security products and services, technology risk management, and business continuity.",Security Consultants and Sevices,,,SISAP,https://www.facebook.com/sistemaS.Aplicativos/,@SISAP_LATAM,,https://www.sisap.com,1251368-7,,GT,,,,Guatemala,Guatemala,"3a. Calle ""A"" 6-50 zona 10, Ciudad, Guatemala",,,,sisap@sisap.com,,24104300,,,,,,,,de 101 a 250,150,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,21/08/2007,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"América Logistics Group, S.A","AMERICA LOGISTICS GROUP, S.A.",AMERICA LOGISTICS GROUP,454,Empresa,ES,1,,19/05/1989,,,,,Servicios,,,,"logistic services, import, export and customs.",Customs/ Logistics/Multimodal Transport,,,America Logistics Group,https://www.facebook.com/AmericaLogisticsGroup/,@blogistics,,https://www.americalogisticsgroup.com,6696789-9,,GT,,,,Guatemala,Guatemala,"18 Calle 24-69 Zona 10, Empresarial Zona Pradera, Torre I, Niv. 17, Oficina 1702, Ciudad, Guatemala",,,,alg.gt@alg3pl.com,,25018888,,,,,,,,,150,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,16/05/2001,,,,,,,,,"Ramírez,Mariana",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"Blindadora General, S.A",SMART SHIELD,SMART SHIELD,4537,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,,blindaje de vehículos y mantenimiento de vehículos blindados,Security Consultants and Sevices,,,,https://www.facebook.com/smartshieldcorp/,@smartshieldcorp,,https://www.smartshieldcorp.com,8804293-6,,GT,,,,Guatemala,Guatemala,"Avenida Petapa 36-09 Zona 12, Ciudad, Guatemala.",,,,ealmeda@uniauto.com.gt,,23288879,24446262,,,,,,,de 1 a 25,16,,,,,"USD$101,000 - 1,200,000",0,,,,,,1,,Corporativa,C08,0 GTQ | 0 USD | ,GTQ,,08/03/2016,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,"País:Colombia |
Ciudad: ",,"País:Peru |
Ciudad: ",,"País:Mexico |
Ciudad: ",,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,
394,"Soluciones y Servicios, S.A",SOLUSERSA,SOLUSERSA,1499,Empresa,ES,1,,01/10/1993,,,,,Servicios,,,,,Contact Center and BPO (Business Process Outsourcing),,,,https://www.facebook.com/SolusersaGT/,,,https://www.grupomisol.com,705526-9,,GT,,,,Guatemala,Guatemala,"2a Calle 3-21 zona 13 Pamplona, Ciudad, Guatemala",,,,asistente.solusersa@grupomisol.com,,23880000,,,,,,,,más de 1000,2276,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,21/02/2017,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Somit Corredores de Seguros S.A,"SOMIT, CORREDORES DE SEGUROS","SOMIT, CORREDORES DE SEGUROS",945,Empresa,ES,1,,15/01/2012,,,,,Servicios,,,,insurance.,Insurance Companies/Brokers,,,,https://www.facebook.com/SomitCorredoresdeSeguros?fref=ts,,,https://www.somit.com,4538406-1,,GT,,,,Guatemala,Guatemala,"Av. Reforma 6-64 Zona 9, Edificio Plaza Corporativa Reforma, Torre 2  Nivel 7, Ciudad, Guatemala",,,,info@somit.com,,22856500,,,,,,,,,130,,,,,,,,,,,,1,,Empresarial,,,GTQ,,14/08/2008,,,,,,,,,"Ramírez,Mariana",Multinacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"Sonido Seguro, S.A",SONIDO SEGURO S.A.,SONIDO SEGURO S.A.,751,Empresa,ES,1,,17/05/1994,,,,,Comercio,,,"apple products and accessories, audio and video.",,Software/Hardware Distributors,,,,https://www.facebook.com/ishop.gt,@ishopGuatemala,,https://www.ishop.gt,726752-5,,GT,,,,Guatemala,Guatemala,"4a. Avenida 11-24 Zona 10, Ciudad, Guatemala.",,,,finanzas@sonidoseguro.com,,22779999,,,,,,,,de 26 a 100,76,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,27/10/2005,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Mediana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Soluciones y Procesos Industriales S.A,SOPRINSA,SOPRINSA,1020,Empresa,ES,1,,13/01/1994,,,,,Servicios,,,,"packaging, re packaging, labeling, warehouse services, distribution services, outsourcing services.",Packing Services,,,Soprinsa,https://www.facebook.com/Grupo-Soprinsa-900850050022929/,,,https://www.soprinsa.com.gt,6892185-3,,GT,,,,Guatemala,Guatemala,"23 Calle 14-50 Zona 4, Edificio Crece ll Oficinas 903 y 904, Condado El Naranjo, Mixco, Guatemala.",,,,luis.spillari@soprinsa.com.gt,,24927000,,,,,,,,más de 1000,1500,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,23/09/2009,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Corporación de Sistema Organizado de Vigiliancia S.A,"SOV, S.A.","CORPORACION DE SISTEMA ORGANIZADO DE VIGILANCIA, S.A. (SOV, S.A.)",4542,Empresa,ES,1,,01/07/1997,,,,,Servicios,,,,seguridad privada,Security Consultants and Sevices,,,,https://www.facebook.com/sovseguridad/,,,https://www.sovseguridad.com,101400-k,,GT,,,,Guatemala,Guatemala,"13 Calle 21-02, Zona 7 Kaminal Juyu II, Ciudad, Guatemala",,,,sovseguridad@hotmail.com,,24714450,,,,,,,,de 101 a 250,150,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,07/02/2018,01/01/1800,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"Dole / Standard Fruit de Guatemala, S.A","STANDARD FRUIT DE GUATEMALA, S.A.","STANDARD FRUIT DE GUATEMALA, S.A.",389,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,fresh fruits exporters.,,Agricultural Products/Agrochemicals/Machinery,,,,,,,,707457-3,,GT,,,,Guatemala,Guatemala,"10a. Avenida 35-21 Zona 16, Paseo Cayalá, Oficina H-501 Distrito Moda.",,,,,,23000100,,,,,,,,,0,,,,,,,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,21/03/1995,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,"País:United States |
Ciudad: ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Stephen Miller,STEPHEN MILLER,STEPHEN MILLER,1383,Individual,ES,1,,01/01/1800,,,,,Servicios,,,,,Non Traditional Products,,,,https://www.facebook.com/helpintlmin,,,https://www.helpintl.org,6472273-2,,US,,,,Guatemala,Guatemala,"Calzada Atanasio Tzul 21-00 zona 12 Complejo Empresarial El cortijo 2 Bodega 219, 220,  Guatemala",,,,,,24286600,,,,,,,,,0,,,,,,,,,,,,1,,Individual,C07,El producto no tiene precio para el país del cliente,GTQ,,19/02/2015,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"STG de Guatemala, S.A",STG DE GUATEMALA,STG DE GUATEMALA,385,Empresa,ES,1,,09/11/1988,,,,,Comercio,,,"venta, arrendamiento, importación, exportación, distribución e instalación de equipo de telecomunicaciones",,Engineering and Maitaining Services,,,,https://www.facebook.com/stg.grupo,,,https://www.grupostg.com,531761-4,,GT,,,,Guatemala,Guatemala,"19 Calle 5-47 Zona 10 Edificio Unicentro Nivel 9 Oficina 903, Ciudad,  Guatemala",,,,info@grupostg.com,,23811333,,,,,,,,de 26 a 100,47,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,02/06/2000,01/01/1800,,,,,,,,"Requena, Annemarie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"Stu, S.A.","STU, S.A.","STU, S.A.",1085,Empresa,ES,1,,10/01/2001,,,,,Servicios,,,,"car coming, bulletproof glass, electronic security equipment, cctv, fire & burglary alarm, access control, sound products, gps, radios",Security Consultants and Sevices,,,,STU SA Seguridad,,,https://www.stuseguridad.com,2564878-0,,GT,,,,Guatemala,Guatemala,"Avenida Petapa 42-85 Zona 12 Empresarial Petapa Ofibodega 1, Ciudad Guatemala.",,,,stutechnology@yahoo.com,,22672588,53124981,,,,,,,de 1 a 25,7,,,,,"Menos de USD$100,000.00",0,,,,,"Stu, S.A.; ",1,,Empresarial,,,GTQ,,04/10/2010,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Fábrica de Productos Alimenticios René y Cia Sociedad en Comandita por Acciones,SUBSIDARIA DE PEPSICO INC NEW YORK,FABRICA DE PRODUCTOS ALIMENTICIOS RENE,149,Empresa,ES,1,,12/06/2008,,,,,Industria,,,alimentos y bebidas,,Food Products Manufactureres and Distributors,,,,https://www.facebook.com/PepsiCoCaricam/,,,https://www.pepsico.com/gt,84953-7,,US,,,,Guatemala,Guatemala,"Calzada San Juan 34-01 Zona 7, Ciudad Guatemala",,,,info@pepsico.com,,24207100,,,,,,,,,3000,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,10/05/2005,,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"SYT de Centroamerica, S.A","SYT DE CENTRO AMERICA, S.A.","SYT DE CENTRO AMERICA, S.A.",1141,Empresa,ES,1,,10/08/1900,,,,,Comercio,,,"comercializamos cerrajería de alta seguridad e institucional, soluciones para control de acceso, control de llaves",,Security Consultants and Sevices,,,,,,,https://www.syt.com.gt,7085563-3,,FI,,,,Guatemala,Guatemala,"Diagonal 6 13-08 Zona 10  Edificio Rodríguez, Tercer Nivel, Oficina 310, Ciudad, Guatemala.",,,,info@syt.com.gt,,23668919,,,,,,,,,5,,,,,"USD$101,000 - 1,200,000",,,,,,,1,,Individual,,,GTQ,,26/10/2011,,,,,,,,,"Ramírez,Mariana",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"Tabacalera Centroamericana, S.A",TACASA,TACASA,268,Empresa,ES,1,,01/01/1800,,,,,Comercio,,,,,Cigarrete Distributors,,,,https://www.facebook.com/InsidePMI/,,,https://www.pmi.com,32658-5,,CH,,,,Guatemala,Villa Canales,"Boulevard Los Próceres 24-69, Zona 10, Edificio Empresarial Zona Pradera, Torre IV, Nivel 18, Ciudad",,,,ayleen.rodriguez@pmi.com,,24495555,,,,,,,,,0,,,,,,,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,01/12/2004,01/01/1800,,,,,,,,"Ramirez, Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,TALLER DEL STAND. S.A.,TALLER DEL STAND S.A.,,166,Empresa,ES,0,,01/01/1800,,,,,Servicios,,,,,,,,,www.facebook.com/tallerdelstand/,@tallerdelstand,,www.tallerdelstand.com,6540181-6,,GT,,,,Guatemala,Guatemala,"15 Avenida 18-82 Zona 13, Segundo Nivel",,,,,,2269-5739,,,,,,,,,9,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,,,,GTQ,,22/06/2009,,,,,,,,,"Ramírez,Mariana",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Target Sourcing Services Guatemala y Compañía Limitada,TARGET SOURCING SERVICES GUATEMALA Y COMPAÑÍA LIMITADA,TARGET SOURCING SERVICES GUATEMALA Y COMPAÑÍA LIMITADA,25,Empresa,ES,1,,17/12/1998,,,,,Servicios,,,,services,Food Products Manufactureres and Distributors,,,,,,,https://www.target.com,1689827-3,,US,,,,Guatemala,Guatemala,"12 Calle 2-25 Zona 10, Edificio Avia Nivel 11 Oficina 1104, Ciudad, Guatemala.",,,,,,23845000,,,,,,,,de 1 a 25,18,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,25/11/2004,10/03/2012,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Technology Support Services Guatemala,TECHNOLOGY SUPPORT SERVICES GUATEMALA/UBER,TECHNOLOGY SUPPORT SERVICES GUATEMALA,1492,Empresa,ES,1,,08/08/2016,,,,,Servicios,,,,advertising and app support,Consultants / Training,,,,https://www.facebook.com/UberGuatemala/,@uber_gt,,https://www.uber.com,9410707-6,,GT,,,,Guatemala,Guatemala,"5a Avenida 5-55 Zona 14, Edificio Europlaza Torre 4, Oficina 604, Ciudad Guatemala.",,,,guatemala.city@uber.com,,+50688304307,,,,,,,,,0,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Empresarial,C03,0 GTQ | 0 USD | ,GTQ,,01/02/2017,01/01/1800,,,,,,,,"Ramírez,Mariana",sin definir,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"TÉCNICA UNIVERSAL, S.A.","GRUPO TECUN, S.A.","GRUPO TECUN, S.A.",4314,Empresa,ES,1,,01/09/2013,,,,,Comercio,,,,,General Merchandise (Importers & Sellers),,,/Company/1180687,https://www.facebook.com/TECUNCentroamerica?ref=hl,,,https://www.grupotecun.com,73790-9,,GT,,,,Guatemala,Guatemala,"3a. Calle 3-60 Zona 9, Ciudad, Guatemala.",,,,servicioalcliente@grupotecun.com,,23288888,,,,,,,,,198,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,18/01/2013,,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"Transactel, S.A",TELUS INTERNATIONAL,TELUS INTERNATIONAL,694,Empresa,ES,1,,01/01/1800,,,,,Servicios,,,call center,,Contact Center and BPO (Business Process Outsourcing),,,TELUS International Central America,https://www.facebook.com/TELUSsv,,,https://www.telusinternational.com,4017225-2,,CA,,,,Guatemala,Guatemala,"18 Calle 25-86 Zona 10, Torre Pradera 2o. Nivel, Ciudad, Guatemala.",,,,sebastian.bulanti@telusinternational.com,,22230000,,,,,,,,más de 1000,23000,,,,,"Más de USD$5,000,001",0,,,,,,1,,Empresarial,C03,El producto no tiene precio para el país del cliente,GTQ,,14/04/2005,01/01/1800,,,,,,,,"Ramirez, Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,"Terminal de Granos del Pacífico, Limitada",TERPAC LTDA.,TERPAC LTDA.,1266,Empresa,ES,1,,01/02/2002,,,,,Servicios,,,,maritime port logistic operator,Loading/Unloading of Vessels,,,,,,,https://www.terpac.com.gt,3188682-5,,GT,,,,Guatemala,Guatemala,"Boulevard Los Próceres 24-69 Zona 10, Zona Empresarial Zona Pradera Torre IV Nivel 5, Of. 504, Ciuda",,,,terpac@terpac.com.gt,,22680900,77406300,,,,,,,,70,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,03/05/2013,,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,"The Learning Group, S.A","THE LEARNING GROUP, S.A.","THE LEARNING GROUP, S.A.",1406,Empresa,ES,1,,20/08/2007,,,,,Servicios,,,,"training services, business consulting.",Consultants/Training,,,"The Learning Group, S.A.",https://www.facebook.com/thelearningroup/,@Thelearninggroup,,https://www.thelearningroup.com,5503136-6,,GT,,,,Guatemala,Guatemala,Blvd. Rafael Landívar 10-05 z.16 Paseo Cayalá Ed. R-8 Of. 303,,,,info@thelearningroup.com,,24937625,,,,,,,,de 1 a 25,5,,,,,"Menos de USD$100,000.00",0,,,,,,1,,Corporativa,,,GTQ,,24/07/2015,01/01/1800,,,,,,,,"Requena, Annemarie",Nacional,Pequeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,The People Company S.A,THE PEOPLE COMPANY S.A.,THE PEOPLE COMPANY S.A.,1037,Empresa,ES,1,,07/01/2005,,,,,Servicios,,,,"outsoucing services, corporate cleaning, merchandising and staffing.",Contact Center and BPO (Business Process Outsourcing),,,,https://www.facebook.com/THEPEOPLECO/,,,https://thepeoplecompany.net/,9228358-6,,GT,,,,Guatemala,Guatemala,"8a. Calle 14-10 Zona 13, Ciudad, Guatemala",,,,contactanos@thepeoplecompany.net,,23074700,,,,,,,,más de 1000,16000,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,0 GTQ | 0 USD | ,GTQ,,28/01/2010,01/01/1800,,,,,,,,"Ramírez,Mariana",Multinacional,Grande,"País:Guatemala |
Ciudad: ",,"País:El Salvador |
Ciudad: ",,"País:Honduras |
Ciudad: ",,"País:Nicaragua |
Ciudad: ",,"País:Costa Rica|
Ciudad: ",,,,,,,,,,,,,,,,,,,,
414,"Hotel Camino Real, S.A",HOTEL CAMINO REAL,THE WESTIN CAMINO REAL GUATEMALA,192,Empresa,ES,1,,01/01/1930,,,,,Servicios,,,,"lodging, foond and beverage.",Hotel & Convention Services,,,,https://www.facebook.com/WestinCaminoRealGuatemala/,,,http://hotelcaminoreal.com.gt/es/inicio/,32207-5,,GT,,,,Guatemala,Guatemala,"Calle Camino Real 0-20 Zona 10, Ciudad, Guatemala.",,,,reservaciones@caminoreal.com.gt,,23333000,,,,,,,,,400,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,02/05/1996,,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,"Comunicaciones Celulares, S. A",TIGO BUSINESS,TIGO BUSINESS,82,Empresa,ES,1,,16/10/2016,,,,,Servicios,,,,Telecommunication Services,Telecommunication Services,,,Tigo Guatemala,https://www.facebook.com/TigoGT/,@tigo_gt,,https://www.tigobusiness.com.gt,549810-4,,GT,,,,Guatemala,Guatemala,"Km. 9.5, Carretera a El Salvador, Plaza Tigo, Torre 3, Nivel 7",,,,saccorporativo@tigo.com.gt,,24280099,24281000,,,,,,,,3800,,,,,"Más de USD$5,000,001",,,,,,,1,,Empresarial,,,GTQ,,09/03/1998,,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,"Desarrollos Metalicos, S.A","TIPIC, S.A.","TIPIC, S.A.",1212,Empresa,ES,1,,01/01/1960,,,,,Agro-industria,,,"fabricación de megaestructuras en todo tipo de acero, tanques, puentes, naves centrales, proyectos especiales, etc.",,Steel Products,,,https://www.linkedin.com/company/7252220/,https://www.facebook.com/Tipicsa/?fref=ts,-,,https://www.tipicsa.com,600432-6,,GT,,,,Guatemala,Santa Cararina Pinula,"Avenida Petapa 53-01 Zona 12, Ciudad Guatemala.",,,,proyectos2@tipicsa.com,,23875700,,,,,,,,,90,,,,,"USD$1,201,000 - 5,000,000",,,,,,,1,,Empresarial,,,GTQ,,04/09/2012,,,,,,,,,"Ramírez,Mariana",Nacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Torrecom Guatemala Limitada,TORRECOM GUATEMALA LIMITADA,TORRECOM GUATEMALA LIMITADA,1253,Empresa,ES,1,,15/02/2011,,,,,Servicios,,,,communication services.,Telecommunication Services,,,,,,,https://www.torrecom.com,7413912-6,,US,,,,Guatemala,Guatemala,"5a. Avenida 5-55 Zona 14, Edificio Europlaza Torre I, Nivel 15 Ofi. 1503, Ciudad, Guatemala",,,,jperez@torrecom.com,,23334163,,,,,,,,de 1 a 25,25,,,,,"USD$1,201,000 - 5,000,000",0,,,,,,1,,Empresarial,C01,El producto no tiene precio para el país del cliente,GTQ,,15/02/2013,01/01/1800,,,,,,,,"Requena, Annemarie",Multinacional,Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
